INCIDENT NUMBER,INCIDENT REGION,RESPONSE TYPE,INCIDENT START DATE,INCIDENT START TIME,SUBJECT NUMBER,SUBJECT GENDER,SUBJECT AGE,SUBJECT STATE,SUBJECT COUNTRY,ACTIVITY,SITUATION,LOCATION FOUND LATITUDE,LOCATION FOUND LONGITUDE,LOCATION FOUND ELEVATION,FOUND IN SEARCH AREA,TECHNIQUE,NUMBER OF RANGERS INVOLVED,OTHER AGENCY INVOLVEMENT,LAST KNOWN POINT LAND CLASS,LAST KNOWN POINT STATE LAND NAME,LAST KNOWN POINT COUNTY,LAST KNOWN POINT MUNICIPALITY,INCIDENT ADIRONDACK PARK,INCIDENT CATSKILL PARK,INCIDENT CLOSED DATE,INCIDENT CLOSED TIME,NYS Municipal Boundaries,New York Zip Codes,Location,Counties
NY-2018-WS-289,4,Rescue,10/8/2018,2:10 AM,1,F,67,NY,US,Hiking,Injured,42.19168,-74.07014,1561,FALSE,Carry out by foot; Technical Rope,3,TRUE,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,FALSE,TRUE,10/8/2018,4:00 AM,755,187,POINT (-74.07014 42.19168),2087
NY-2018-WS-288,6,Search,10/7/2018,12:45 PM,1,M,75,NY,US,Hunting,Lost,44.20456,-76.12508,244,TRUE,Aircraft evacuation,4,TRUE,Wildlife Management Area,French Creek Wildlife Management Area,JEFFERSON,CLAYTON,FALSE,FALSE,10/7/2018,2:45 AM,854,1511,POINT (-76.12508 44.20456),2089
NY-2018-WS-287,8,Search,10/7/2018,9:47 AM,1,M,22,NY,US,Despondent,Missing,43.26512,-76.94521,280,TRUE,Assist/own power,5,TRUE,Private Land,n/a,WAYNE,HURON,FALSE,FALSE,10/7/2018,4:00 AM,636,1658,POINT (-76.94521 43.26512),631
NY-2018-WS-286,5,Rescue,10/2/2018,5:36 AM,1,M,71,CT,US,Hiking,Injured,44.08353,-74.02794,3200,TRUE,Carry out by foot; Technical Rope,10,TRUE,Forest Preserve,High Peaks Wilderness,ESSEX,NEWCOMB,TRUE,FALSE,10/3/2018,1:20 AM,438,,POINT (-74.02794 44.08353),2084
NY-2018-WS-285,4,Rescue,10/1/2018,11:46 AM,1,M,67,NY,US,Hiking,Injured,42.19353,-74.06402,1860,FALSE,Assist/own power,4,TRUE,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,FALSE,TRUE,10/1/2018,2:00 AM,755,187,POINT (-74.06402 42.19353),2087
NY-2018-WS-284,5,Search,9/30/2018,9:00 AM,1,M,75,NY,US,Walking,Missing,43.57163,-73.38538,100,TRUE,Vehicle/boat evacuation,9,TRUE,Private Land,private and East Bay WMA,WASHINGTON,WHITEHALL,FALSE,FALSE,9/30/2018,6:07 AM,715,201,POINT (-73.38538 43.57163),2184
NY-2018-WS-283,5,Search,9/29/2018,7:02 AM,1,F,46,NY,US,Hiking,Lost,43.61966,-73.57062,1000,TRUE,Assist/own power; Vehicle/boat evacuation,2,TRUE,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,TRUE,FALSE,9/29/2018,10:40 AM,826,801,POINT (-73.57062000000002 43.61966000000001),2183
NY-2018-WS-282,7,Search,9/28/2018,4:05 AM,1,F,49,NY,US,Walking,Missing,43.46101,-76.07671,550,TRUE,Assist/own power,7,TRUE,Private Land,N/A,OSWEGO,PARISH,FALSE,FALSE,9/29/2018,10:00 AM,252,668,POINT (-76.07671 43.46101000000001),2135
NY-2018-WS-281,6,Search,9/25/2018,4:28 AM,1,M,12,NY,US,Despondent,Missing,44.86772,-75.02671,260,TRUE,Carry out by foot,7,TRUE,Private Land,Private,ST LAWRENCE,NORFOLK,FALSE,FALSE,9/26/2018,4:30 AM,324,1589,POINT (-75.02671 44.86772),2140
NY-2018-WS-280,5,Rescue,9/24/2018,5:48 AM,1,M,15,NY,US,Hiking,Illness,44.17441,-73.95866,1230,FALSE,Assist/own power,2,TRUE,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,TRUE,FALSE,9/24/2018,7:30 AM,430,275,POINT (-73.95866 44.17441),2084
NY-2018-WS-279,3,Rescue,9/22/2018,5:39 AM,1,M,62,NY,US,Biking,Illness,41.74369,-73.76073,601,TRUE,Vehicle/boat evacuation,1,TRUE,Other DEC Land,Teconic-Herford MUA,DUTCHESS,PLEASANT VALLEY,FALSE,FALSE,9/23/2018,4:00 AM,589,1003,POINT (-73.76073 41.74369),2040
NY-2018-WS-278,3,Search,9/24/2018,2:25 AM,2,F,14,NY,US,Hiking,Missing,41.38078,-74.62243,1290,TRUE,Assist/own power,6,TRUE,State Forests,Huckleberry Ridge State Forest,ORANGE,GREENVILLE,FALSE,FALSE,9/24/2018,10:00 AM,876,1091,POINT (-74.62243 41.38078),2134
NY-2018-WS-278,3,Search,9/24/2018,2:25 AM,1,M,14,NY,US,Hiking,Missing,41.38078,-74.62243,1290,TRUE,Assist/own power,6,TRUE,State Forests,Huckleberry Ridge State Forest,ORANGE,GREENVILLE,FALSE,FALSE,9/24/2018,10:00 AM,876,1091,POINT (-74.62243 41.38078),2134
NY-2018-WS-277,5,Rescue,9/23/2018,10:54 AM,1,M,37,NY,US,Hiking,Injured,44.0163,-73.91826,2017,TRUE,Vehicle/boat evacuation,1,TRUE,Forest Preserve,High Peaks Wilderness,ESSEX,NEWCOMB,TRUE,FALSE,9/23/2018,1:18 AM,429,136,POINT (-73.91826 44.0163),2084
NY-2018-WS-276,5,Rescue,9/21/2018,6:40 AM,1,M,52,NY,US,Fishing,Injured,43.55665,-73.61338,335,TRUE,Vehicle/boat evacuation,1,TRUE,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,TRUE,FALSE,9/21/2018,9:15 AM,727,91,POINT (-73.61338 43.55665),2184
NY-2018-WS-275,9,Search,9/21/2018,6:28 AM,1,F,48,NY,US,Hiking,Lost,42.27455,-77.83711,2176,TRUE,Assist/own power,1,TRUE,State Forests,Turnpike State Forest,ALLEGANY,WEST ALMOND,FALSE,FALSE,9/21/2018,7:50 AM,474,1751,POINT (-77.83711000000001 42.27455),2031
NY-2018-WS-274,5,Rescue,9/20/2018,12:58 PM,1,M,70,OH,US,Hiking,Injured,43.87246,-74.40067,3383,TRUE,Carry out by foot,3,TRUE,Forest Preserve,Blue Mt Wild Forest,HAMILTON,INDIAN LAKE,TRUE,FALSE,9/20/2018,6:00 AM,867,790,POINT (-74.40067 43.87246),622
NY-2018-WS-273,5,Rescue,9/19/2018,1:50 AM,1,M,68,VT,US,Hiking,Injured,44.13426,-73.84977,4300,TRUE,Aircraft evacuation,7,TRUE,Forest Preserve,Eastern High Peaks,ESSEX,KEENE,TRUE,FALSE,9/19/2018,10:00 AM,442,272,POINT (-73.84977 44.13426),2084
NY-2018-WS-272,5,Search,9/19/2018,5:03 AM,3,M,25,NY,US,Hiking,Lost,44.07147,-73.96227,2484,TRUE,Assist/own power; Vehicle/boat evacuation,3,TRUE,Forest Preserve,E. High Peaks Wilderness,ESSEX,NEWCOMB,TRUE,FALSE,9/19/2018,2:30 AM,442,272,POINT (-73.96227 44.07147),2084
NY-2018-WS-272,5,Search,9/19/2018,5:03 AM,2,F,24,NY,US,Hiking,Lost,44.07147,-73.96227,2484,TRUE,Assist/own power; Vehicle/boat evacuation,3,TRUE,Forest Preserve,E. High Peaks Wilderness,ESSEX,NEWCOMB,TRUE,FALSE,9/19/2018,2:30 AM,442,272,POINT (-73.96227 44.07147),2084
NY-2018-WS-272,5,Search,9/19/2018,5:03 AM,1,M,27,NY,US,Hiking,Injured,44.07147,-73.96227,2484,TRUE,Assist/own power; Vehicle/boat evacuation,3,TRUE,Forest Preserve,E. High Peaks Wilderness,ESSEX,NEWCOMB,TRUE,FALSE,9/19/2018,2:30 AM,442,272,POINT (-73.96227 44.07147),2084
NY-2018-WS-271,3,Search,9/18/2018,9:00 AM,1,F,25,NY,US,Hiking,Lost,41.50107,-73.91801,1474,TRUE,Assist/own power,2,FALSE,OPRHP State Land,Hudson Highlands State Park,DUTCHESS,BEACON,FALSE,FALSE,9/19/2018,2:46 AM,596,950,POINT (-73.91801 41.50107),2040
NY-2018-WS-271,3,Search,9/18/2018,9:00 AM,3,F,23,NA,NP,Hiking,Lost,41.50107,-73.91801,1474,TRUE,Assist/own power,2,FALSE,OPRHP State Land,Hudson Highlands State Park,DUTCHESS,BEACON,FALSE,FALSE,9/19/2018,2:46 AM,596,950,POINT (-73.91801 41.50107),2040
NY-2018-WS-271,3,Search,9/18/2018,9:00 AM,2,F,25,NY,US,Hiking,Lost,41.50107,-73.91801,1474,TRUE,Assist/own power,2,FALSE,OPRHP State Land,Hudson Highlands State Park,DUTCHESS,BEACON,FALSE,FALSE,9/19/2018,2:46 AM,596,950,POINT (-73.91801 41.50107),2040
NY-2018-WS-271,3,Search,9/18/2018,9:00 AM,4,F,25,NY,US,Hiking,Lost,41.50107,-73.91801,1474,TRUE,Assist/own power,2,FALSE,OPRHP State Land,Hudson Highlands State Park,DUTCHESS,BEACON,FALSE,FALSE,9/19/2018,2:46 AM,596,950,POINT (-73.91801 41.50107),2040
NY-2018-WS-270,5,Search,9/18/2018,8:55 AM,1,M,51,NY,US,Hunting,Lost,43.4303,-74.09728,1455,TRUE,Assist/own power,3,TRUE,Forest Preserve,Wilcox Lake WF,WARREN,STONY CREEK,TRUE,FALSE,9/19/2018,3:00 AM,817,153,POINT (-74.09728 43.4303),2183
NY-2018-WS-269,7,Search,9/18/2018,6:00 AM,1,M,65,NY,US,Walking,Missing,42.73227,-76.28151,1636,FALSE,Assist/own power,5,TRUE,Private Land,N/A,CORTLAND,CORTLANDVILLE,FALSE,FALSE,9/18/2018,8:30 AM,71,662,POINT (-76.28151000000001 42.73227),618
NY-2018-WS-267,4,Search,9/18/2018,2:30 AM,1,M,53,NY,US,Hiking,Overdue,42.15785,-74.19931,2397,TRUE,Assist/own power,2,TRUE,Forest Preserve,Indian Head Wilderness,GREENE,HUNTER,FALSE,TRUE,9/18/2018,9:30 AM,755,121,POINT (-74.19931 42.15785),2087
NY-2018-WS-266,4,Search,9/17/2018,9:00 AM,2,M,27,NY,US,Hiking,Lost,42.19318,-74.04034,2352,TRUE,Assist/own power,1,FALSE,DEC Campground,North South Lake Campground,GREENE,HUNTER,FALSE,TRUE,9/18/2018,12:30 PM,755,187,POINT (-74.04034 42.19318),2087
NY-2018-WS-266,4,Search,9/17/2018,9:00 AM,1,F,23,NY,US,Hiking,Lost,42.19318,-74.04034,2352,TRUE,Assist/own power,1,FALSE,DEC Campground,North South Lake Campground,GREENE,HUNTER,FALSE,TRUE,9/18/2018,12:30 PM,755,187,POINT (-74.04034 42.19318),2087
NY-2018-WS-264,5,Search,9/17/2018,8:35 AM,2,M,73,QC,CA,Hiking,Overdue,44.17653,-73.83532,1002,TRUE,Assist/own power,2,FALSE,Forest Preserve,Eastern High Peaks,ESSEX,KEENE,TRUE,FALSE,9/17/2018,10:45 AM,442,272,POINT (-73.83532 44.17653),2084
NY-2018-WS-264,5,Search,9/17/2018,8:35 AM,1,F,52,QC,CA,Hiking,Overdue,44.17653,-73.83532,1002,TRUE,Assist/own power,2,FALSE,Forest Preserve,Eastern High Peaks,ESSEX,KEENE,TRUE,FALSE,9/17/2018,10:45 AM,442,272,POINT (-73.83532 44.17653),2084
NY-2018-WS-263,5,Rescue,9/17/2018,7:54 AM,2,M,32,NY,US,Camping,Illness,43.57466,-73.62522,325,TRUE,Vehicle/boat evacuation,2,TRUE,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,TRUE,FALSE,9/17/2018,10:00 AM,826,,POINT (-73.62522 43.57466),2183
NY-2018-WS-263,5,Rescue,9/17/2018,7:54 AM,3,M,31,SH,CN,Hiking,Illness,43.57466,-73.62522,325,TRUE,Vehicle/boat evacuation,2,TRUE,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,TRUE,FALSE,9/17/2018,10:00 AM,826,,POINT (-73.62522 43.57466),2183
NY-2018-WS-263,5,Rescue,9/17/2018,7:54 AM,1,M,28,NY,US,Hiking,Illness,43.57466,-73.62522,325,TRUE,Vehicle/boat evacuation,2,TRUE,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,TRUE,FALSE,9/17/2018,10:00 AM,826,,POINT (-73.62522 43.57466),2183
NY-2018-WS-262,5,Rescue,9/17/2018,6:34 AM,1,M,24,MD,US,Hiking,Illness,44.16832,-73.96462,2500,TRUE,Assist/own power,2,TRUE,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,TRUE,FALSE,9/17/2018,9:30 AM,430,275,POINT (-73.96462 44.16832000000001),2084
NY-2018-WS-261,4,Rescue,9/16/2018,2:33 AM,1,F,54,NJ,US,Hiking,Injured,42.09957,-74.63003,2746,TRUE,Carry out by foot; Technical Rope,4,TRUE,Forest Preserve,Dry Brook Ridge,DELAWARE,MIDDLETOWN,FALSE,TRUE,9/17/2018,8:54 AM,560,249,POINT (-74.63003 42.09957),2039
NY-2018-WS-260,5,Search,9/16/2018,12:11 PM,1,F,28,NY,US,Hiking,Lost,43.76865,-74.7648,1984,TRUE,Assist/own power,2,TRUE,Forest Preserve,Moose River Plains,HAMILTON,INLET,TRUE,FALSE,9/16/2018,2:30 AM,866,565,POINT (-74.7648 43.76865),622
NY-2018-WS-259,5,Rescue,9/14/2018,4:25 AM,2,F,71,NH,US,Hiking,Injured,44.12972,-74.02759,4910,FALSE,Aircraft evacuation; Vehicle/boat evacuation,4,TRUE,Forest Preserve,High Peaks Wilderness,ESSEX,NEWCOMB,TRUE,FALSE,9/15/2018,1:31 AM,438,,POINT (-74.02759 44.129720000000006),2084
NY-2018-WS-259,5,Rescue,9/14/2018,4:25 AM,1,F,69,NH,US,Hiking,Injured,44.12972,-74.02759,4910,FALSE,Aircraft evacuation; Vehicle/boat evacuation,4,TRUE,Forest Preserve,High Peaks Wilderness,ESSEX,NEWCOMB,TRUE,FALSE,9/15/2018,1:31 AM,438,,POINT (-74.02759 44.129720000000006),2084
NY-2018-WS-258,4,Search,9/11/2018,4:40 AM,1,M,68,NY,US,Despondent,Missing,43.96541,-75.9135,489,FALSE,Assist/own power,3,TRUE,Private Land,NA,SCHENECTADY,SCHENECTADY,FALSE,FALSE,9/11/2018,8:10 AM,841,1466,POINT (-75.9135 43.96541),2089
NY-2018-WS-257,5,Rescue,9/11/2018,1:29 AM,1,F,28,QC,CA,Hiking,Injured,44.11612,-73.82171,2233,FALSE,Assist/own power,3,TRUE,Conservation Easement,Adirondack Mountain Reserve Easement,ESSEX,KEENE,TRUE,FALSE,9/11/2018,3:30 AM,442,272,POINT (-73.82171 44.11612),2084
NY-2018-WS-256,5,Rescue,9/11/2018,1:20 AM,1,M,57,NY,US,Climbing:Rock/Ice,Injured,43.55848,-73.60322,660,TRUE,Technical Rope,1,TRUE,Forest Preserve,Lake George Wild Forest,WASHINGTON,DRESDEN,TRUE,FALSE,9/11/2018,3:30 AM,727,91,POINT (-73.60322 43.55848),2184
NY-2018-WS-255,4,Search,9/10/2018,8:45 AM,2,M,31,NY,US,Hiking,Lost,42.21428,-74.01609,999,TRUE,Assist/own power,6,FALSE,Forest Preserve,Windham Blackhead Range Wilderness,GREENE,HUNTER,FALSE,TRUE,9/11/2018,7:51 AM,760,256,POINT (-74.01609 42.21428),2087
NY-2018-WS-255,4,Search,9/10/2018,8:45 AM,1,F,33,NY,US,Hiking,Lost,42.21428,-74.01609,999,TRUE,Assist/own power,6,FALSE,Forest Preserve,Windham Blackhead Range Wilderness,GREENE,HUNTER,FALSE,TRUE,9/11/2018,7:51 AM,760,256,POINT (-74.01609 42.21428),2087
NY-2018-WS-254,5,Search,9/10/2018,6:45 AM,1,M,33,NY,US,Climbing:Rock/Ice,Lost,44.12512,-74.05186,2042,FALSE,Assist/own power,15,TRUE,Forest Preserve,High Peaks Wilderness,ESSEX,NEWCOMB,TRUE,FALSE,9/11/2018,8:39 AM,438,,POINT (-74.05186 44.12512),2084
NY-2018-WS-254,5,Search,9/10/2018,6:45 AM,2,F,40,NJ,US,Climbing:Rock/Ice,Lost,44.12512,-74.05186,2042,TRUE,Assist/own power,15,TRUE,Forest Preserve,High Peaks Wilderness,ESSEX,NEWCOMB,TRUE,FALSE,9/11/2018,8:39 AM,438,,POINT (-74.05186 44.12512),2084
NY-2018-WS-253,5,Search,9/8/2018,8:36 AM,1,F,59,FL,US,Biking,Stranded,43.11955,-73.78823,600,TRUE,Assist/own power,2,TRUE,State Forests,Daniels Road State Forest,SARATOGA,GREENFIELD,FALSE,FALSE,9/8/2018,11:15 AM,1004,95,POINT (-73.78823 43.11955),2141
NY-2018-WS-252,5,Rescue,9/7/2018,5:10 AM,1,M,27,QC,CA,Hiking,Injured,44.15943,-73.85737,2250,FALSE,Assist/own power,1,TRUE,Forest Preserve,High Peaks Wilderness Area,ESSEX,KEENE,TRUE,FALSE,9/7/2018,9:09 AM,442,272,POINT (-73.85737 44.15943),2084
NY-2018-WS-251,5,Search,9/7/2018,4:48 AM,2,F,42,NY,US,Hiking,Lost,43.60371,-73.69295,1244,FALSE,Assist/own power,1,FALSE,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,TRUE,FALSE,9/7/2018,6:30 AM,826,801,POINT (-73.69295 43.60371),2183
NY-2018-WS-251,5,Search,9/7/2018,4:48 AM,1,F,52,NY,US,Hiking,Lost,43.60371,-73.69295,1244,TRUE,Assist/own power,1,FALSE,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,TRUE,FALSE,9/7/2018,6:30 AM,826,801,POINT (-73.69295 43.60371),2183
NY-2018-WS-250,5,Search,9/6/2018,1:56 AM,1,F,52,NY,US,Walking,Lost,43.66151,-73.89572,929,FALSE,Assist/own power,2,TRUE,Private Land,Private Property,WARREN,JOHNSBURG,TRUE,FALSE,9/6/2018,3:55 AM,825,804,POINT (-73.89572 43.66151),2183
NY-2018-WS-249,5,Search,9/5/2018,3:05 AM,1,M,31,NY,US,Hiking,Overdue,44.04185,-73.80545,2289,TRUE,Assist/own power,6,FALSE,State Forests,Outer High Peaks Wilderness Area,ESSEX,NORTH HUDSON,TRUE,FALSE,9/5/2018,8:25 AM,429,136,POINT (-73.80545 44.04185),2084
NY-2018-WS-248,5,Rescue,9/4/2018,7:04 AM,1,F,18,NY,US,Hiking,Injured,43.45541,-74.45503,1892,TRUE,Carry out by foot,3,TRUE,Forest Preserve,Moose River Plains Wild Forest,HAMILTON,INLET,TRUE,FALSE,9/4/2018,9:54 AM,865,1287,POINT (-74.45503 43.45541),622
NY-2018-WS-247,5,Rescue,9/4/2018,8:41 AM,2,F,49,NY,US,Hiking,Stranded,44.32196,-74.04049,2200,TRUE,Vehicle/boat evacuation,2,TRUE,Forest Preserve,McKenzie Mountain Wilderness,ESSEX,NORTH ELBA,TRUE,FALSE,9/4/2018,9:41 AM,430,303,POINT (-74.04049 44.32196),2084
NY-2018-WS-247,5,Rescue,9/4/2018,8:41 AM,1,F,22,NY,US,Hiking,Stranded,44.32196,-74.04049,2200,TRUE,Vehicle/boat evacuation,2,TRUE,Forest Preserve,McKenzie Mountain Wilderness,ESSEX,NORTH ELBA,TRUE,FALSE,9/4/2018,9:41 AM,430,303,POINT (-74.04049 44.32196),2084
NY-2018-WS-246,4,Rescue,9/4/2018,5:15 AM,1,F,25,NY,US,Hiking,Injured,42.19391,-74.0637,1955,FALSE,Carry out by foot,2,TRUE,Forest Preserve,Kaaterskills Falls,GREENE,HUNTER,FALSE,TRUE,9/4/2018,8:15 AM,755,187,POINT (-74.0637 42.19391),2087
NY-2018-WS-245,5,Rescue,9/4/2018,1:30 AM,1,M,29,QC,CA,Hiking,Injured,44.15538,-73.98592,3800,FALSE,Aircraft evacuation,9,TRUE,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,TRUE,FALSE,9/4/2018,7:45 AM,430,275,POINT (-73.98592 44.15538),2084
NY-2018-WS-244,5,Rescue,9/4/2018,12:03 PM,1,F,61,NY,US,Hiking,Illness,44.2243,-73.42121,575,TRUE,Assist/own power,2,TRUE,Private Land,Adirondack Land Trust Property,ESSEX,WESTPORT,TRUE,FALSE,9/4/2018,12:55 PM,419,338,POINT (-73.42121 44.2243),2084
NY-2018-WS-243,9,Search,9/4/2018,2:00 AM,2,F,54,NY,US,Hiking,Lost,42.36352,-78.34312,1740,FALSE,Assist/own power,3,TRUE,State Forests,Bush Hill State Forest,CATTARAUGUS,FARMERSVILLE,FALSE,FALSE,9/4/2018,8:00 AM,363,1715,POINT (-78.34312 42.36352000000001),2034
NY-2018-WS-243,9,Search,9/4/2018,2:00 AM,1,M,56,NY,US,Hiking,Lost,42.36352,-78.34312,1740,FALSE,Assist/own power,3,TRUE,State Forests,Bush Hill State Forest,CATTARAUGUS,FARMERSVILLE,FALSE,FALSE,9/4/2018,8:00 AM,363,1715,POINT (-78.34312 42.36352000000001),2034
NY-2018-WS-242,3,Search,9/3/2018,11:18 AM,1,F,50,NY,US,Hiking,Overdue,42.00948,-74.62481,2450,TRUE,Assist/own power,3,TRUE,Forest Preserve,Willowemoc Wild Forest,SULLIVAN,NEVERSINK,FALSE,TRUE,9/4/2018,5:30 AM,434,1063,POINT (-74.62481 42.00948),2182
NY-2018-WS-241,4,Search,9/3/2018,9:04 AM,1,M,15,NY,US,Runaway,Missing,42.7605,-74.53233,1172,FALSE,Assist/own power,3,TRUE,Private Land,N/A,SCHOHARIE,SHARON,FALSE,FALSE,9/3/2018,10:44 AM,144,1372,POINT (-74.53233 42.76050000000001),629
NY-2018-WS-240,3,Search,9/2/2018,11:20 AM,1,F,31,NY,US,Hiking,Overdue,41.99137,-74.48456,2100,FALSE,Assist/own power,4,TRUE,Forest Preserve,Big Indian Wilderness Area,ULSTER,DENNING,FALSE,TRUE,9/3/2018,2:22 AM,437,1041,POINT (-74.48456 41.99137),2182
NY-2018-WS-239,5,Rescue,8/31/2018,7:50 AM,2,F,54,NY,US,Hiking,Stranded,44.15146,-73.63878,1312,TRUE,Assist/own power,1,FALSE,Forest Preserve,Giant Mountain Wilderness,ESSEX,ELIZABETHTOWN,TRUE,FALSE,9/1/2018,2:30 AM,445,287,POINT (-73.63878 44.15146),2084
NY-2018-WS-239,5,Rescue,8/31/2018,7:50 AM,1,F,20,NY,US,Hiking,Stranded,44.15146,-73.63878,1312,TRUE,Assist/own power,1,FALSE,Forest Preserve,Giant Mountain Wilderness,ESSEX,ELIZABETHTOWN,TRUE,FALSE,9/1/2018,2:30 AM,445,287,POINT (-73.63878 44.15146),2084
NY-2018-WS-238,5,Search,8/30/2018,12:35 PM,2,F,60,NY,US,Hiking,Overdue,44.18358,-73.96476,2187,FALSE,Assist/own power,1,FALSE,Forest Preserve,E. High Peaks Wilderness,ESSEX,KEENE,TRUE,FALSE,9/1/2018,2:00 AM,430,275,POINT (-73.96476 44.18358),2084
NY-2018-WS-238,5,Search,8/30/2018,12:35 PM,1,M,45,NY,US,Hiking,Overdue,44.18358,-73.96476,2187,TRUE,Assist/own power,1,FALSE,Forest Preserve,E. High Peaks Wilderness,ESSEX,KEENE,TRUE,FALSE,9/1/2018,2:00 AM,430,275,POINT (-73.96476 44.18358),2084
NY-2018-WS-237,9,Search,8/27/2018,10:24 AM,1,M,52,NY,US,Hiking,Lost,42.49664,-77.9667,1786,TRUE,Assist/own power,2,TRUE,Private Land,NA,ALLEGANY,GRANGER,FALSE,FALSE,8/28/2018,1:01 AM,457,1775,POINT (-77.9667 42.49664),2031
NY-2018-WS-237,9,Search,8/27/2018,10:24 AM,2,F,51,NY,US,Hiking,Lost,42.49664,-77.9667,1786,TRUE,Assist/own power,2,TRUE,Private Land,NA,ALLEGANY,GRANGER,FALSE,FALSE,8/28/2018,1:01 AM,457,1775,POINT (-77.9667 42.49664),2031
NY-2018-WS-236,9,Recovery,8/27/2018,8:00 AM,1,M,57,NY,US,Hiking,Overdue,42.32006,-78.2257,1968,TRUE,Carry out by foot,3,TRUE,Wildlife Management Area,Hanging Bog WMA,ALLEGANY,NEW HUDSON,FALSE,FALSE,8/27/2018,2:30 AM,451,1695,POINT (-78.2257 42.32006),2031
NY-2018-WS-235,5,Search,8/28/2018,9:10 AM,3,M,19,NY,US,Swimming,Lost,43.55012,-73.60616,503,TRUE,Assist/own power,1,TRUE,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,TRUE,FALSE,8/29/2018,12:30 PM,727,91,POINT (-73.60616 43.55012),2184
NY-2018-WS-235,5,Search,8/28/2018,9:10 AM,2,F,19,NY,US,Swimming,Lost,43.55012,-73.60616,503,FALSE,Assist/own power,1,TRUE,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,TRUE,FALSE,8/29/2018,12:30 PM,727,91,POINT (-73.60616 43.55012),2184
NY-2018-WS-235,5,Search,8/28/2018,9:10 AM,1,M,20,NY,US,Swimming,Lost,43.55012,-73.60616,503,TRUE,Assist/own power,1,TRUE,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,TRUE,FALSE,8/29/2018,12:30 PM,727,91,POINT (-73.60616 43.55012),2184
NY-2018-WS-234,4,Rescue,8/27/2018,2:47 AM,1,M,37,NY,US,Hiking,Injured,42.13479,-74.15832,3013,TRUE,Aircraft evacuation,7,TRUE,Forest Preserve,Indian Head Wilderness Area,GREENE,HUNTER,FALSE,TRUE,8/27/2018,11:00 AM,755,121,POINT (-74.15832 42.13479),2087
NY-2018-WS-233,6,Rescue,8/27/2018,7:59 AM,1,M,69,NY,US,Hiking,Illness,43.74193,-74.90803,2235,TRUE,Carry out by foot,2,TRUE,Forest Preserve,Fulton Chain,HERKIMER,WEBB,TRUE,FALSE,8/27/2018,5:00 AM,666,1279,POINT (-74.90803 43.74193),2088
NY-2018-WS-232,5,Recovery,8/26/2018,3:37 AM,1,F,59,NJ,US,Hiking,Illness,44.16159,-74.16948,3600,TRUE,Aircraft evacuation,4,TRUE,Forest Preserve,High Peaks Wilderness,FRANKLIN,HARRIETSTOWN,TRUE,FALSE,8/26/2018,7:00 AM,183,,POINT (-74.16948 44.16159),621
NY-2018-WS-231,5,Rescue,8/26/2018,12:39 PM,1,F,38,NY,US,Hiking,Injured,44.14922,-73.98498,4400,TRUE,Assist/own power,1,TRUE,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,TRUE,FALSE,8/26/2018,7:00 AM,430,275,POINT (-73.98498000000001 44.14922),2084
NY-2018-WS-230,4,Recovery,8/26/2018,9:22 AM,1,M,65,NY,US,Hiking,Illness,42.14005,-74.07643,2250,FALSE,Vehicle/boat evacuation,4,TRUE,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,FALSE,TRUE,8/26/2018,2:00 AM,755,121,POINT (-74.07643 42.14005),2087
NY-2018-WS-229,4,Search,8/25/2018,1:25 AM,1,F,69,NY,US,Hiking,Lost,42.19315,-74.03926,2375,TRUE,Assist/own power,1,FALSE,DEC Campground,North South Lake Campground,GREENE,HUNTER,FALSE,TRUE,8/25/2018,4:00 AM,755,187,POINT (-74.03926 42.19315),2087
NY-2018-WS-229,4,Search,8/25/2018,1:25 AM,2,F,67,NY,US,Hiking,Lost,42.19315,-74.03926,2375,FALSE,Assist/own power,1,FALSE,DEC Campground,North South Lake Campground,GREENE,HUNTER,FALSE,TRUE,8/25/2018,4:00 AM,755,187,POINT (-74.03926 42.19315),2087
NY-2018-WS-228,4,Rescue,8/24/2018,2:45 AM,1,M,52,NY,US,Hiking,Injured,42.19293,-74.06481,1928,FALSE,Assist/own power,1,TRUE,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,FALSE,TRUE,8/24/2018,5:00 AM,755,187,POINT (-74.06481 42.19293),2087
